sentence,nouns,adjectives
카드를 등록할 수가 없어요 카드 등록 페이지로 가면 하얀 화면만 뜨고 진행이 안 돼요 그래서 결제도 불가합니다 이럴 거면 앱 설치한 이유가 없는데요,"['카드', '등록', '카드', '등록', '페이지', '화면', '진행', '결제', '불가', '앱', '설치', '이유']","['없다', '없다']"
진짜너무별루에요 그냥 원래 개별로 돌려줘요 여러건 이체도 불편 카드 내역도 불편 타사보고 배우세요,"['개별', '건', '이체', '불편', '카드', '내역', '불편']",[]
1개의 어플로 은행.,"['어플', '은행']",[]
카드.,['카드'],[]
모두 사용 하니까 매우 편리 합니다,"['사용', '편리']",[]
통합어플처럼 소개해놓고 기능은 1도 없어서 다른 어플 추가로 깔아야함 다른 어플에 이미 있는기능 뭉쳐놓은건데 이게 내 핸드폰에 왜 있어야하는지 모르겠음 쓸데없이 어플 바꾸지말고 그대로 좀 냅둬요 제발,"['통합', '어플', '소개', '기능', '어플', '추가', '어플', '기능', '핸드폰', '어플']","['없다', '있다']"
"상단바에 알림이없어지다가 새벽에 다시 생겼는데 그뒤로 걸음측정이안되요 왜이러는거죠 어제밤까진 잘 작동했었는데요, 지금다시 핸드폰껏다가 켜보니 또 상단바에서 사라지고 직접들어가도 뜨지도않아요","['상단', '바', '새벽', '뒤', '걸음', '측정', '밤', '작동', '핸드폰', '상단', '바']",['없다']
제발 자동이체 예약기능 좀 만들어줘요,"['자동', '이체', '예약', '기능']",[]
"장점 : 은행, 카드를 한 곳에.","['장점', '은행', '카드', '곳']",[]
단점 : 지원 안 되는 곳이 있다.,"['단점', '지원', '곳']",['있다']
맥도날드 앱 결제 등.,"['앱', '결제']",[]
"다 통합된 것처럼 광고하더니 금융인증서 받으려면 은행앱 다시 다운로드 받아야하고 모바일 교통카드 사용하려면 카드앱 다시 다운로드 받아야하고, 결국 앱하나 추가로 더 까는 것과 똑같네요","['통합', '광고', '금융', '인증서', '은행', '앱', '다운로드', '모바일', '교통', '카드', '사용', '카드', '앱', '다운로드', '결국', '앱', '추가']",['똑같다']
"쏠 - 이체 전용, 카드- 결제전용, 증권 - 거래전용, 보험- 이벤트전용 으로 사용하고 있었는데 슈퍼쏠만 설치하면 다른그룹사앱 설치 없이도 간편하게 원하는 기능을 모두 사용할 수 있네요.","['이체', '전용', '카드', '결제', '전용', '증권', '거래', '전용', '보험', '이벤트', '전용', '사용', '슈퍼쏠', '설치', '그룹사', '앱', '설치', '기능', '사용']",['있다']
각종 백신앱 v3 알약 등 다 돌려봐도 바이러스 없다고 뜨는데 계속 1개의 바이러스있다고 종료시키네요 아예 사용을 못하게하는데 어떡하죠?,"['각종', '백신', '앱', '알', '약', '바이러스', '바이러스', '종료', '사용']",['없다']
다시깔아도 캐시삭제해도 똑같네요,['삭제'],['똑같다']
슈퍼쏠에서 적금 가입하려니까 다시 예전 신한쏠이 켜지고ㅎㅎ 구버전은 아직 지우면 안되나보네요?,"['슈퍼쏠', '적금', '가입', '예전', '신', '버전']",[]
슈퍼쏠 이용하려니 신한인증서 설치 유도해서 귀찮지만 다 했는데...,"['슈퍼', '이용', '신', '인증서', '설치', '유도']",['귀찮다']
앱만 하나 더 늘어난 셈.,['앱'],[]
업뎃 빨리 해주세요.,['업뎃'],[]
신한쏠은 편하게 잘썼는데 이건 너무 불편한게많아요ㅠ.,['불편'],['많다']
잔액숨기기도 한참찾았고 로그인할때 패턴숨기기어디있나요?,"['잔액', '로그인', '때', '패턴', '숨', '기기']",[]
도저히 못찾겠어요.,[],[]
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 죄송하다는말보다 패턴숨기기 어디있는지 가르쳐주시면 안될까요?,"['말', '패턴', '숨', '기기']",[]
가입만하면 앱이중단됨니다 특히 전화걸면앱이중단된다고 화면에뜸니다 업데이트한다음부터 앱이종료된다고뜸니다,"['가입', '앱', '중단', '전화', '앱', '중단', '화면', '업데이트', '다음', '앱', '종료']",[]
이따위 앱을 왜 또 만드는거에요?,['앱'],[]
기존앱을 잘 쓰게 만들던가 하지 뭘 자꾸 설치하게 만듭니까?,"['기존', '앱', '설치']",[]
사용자 생각은 않고 뭔짓들을 하는건지.,"['사용자', '생각', '짓']",[]
SOL페이 앱으로 바뀌어서 설치하라고 해서 했더니 이번엔 슈퍼SOL?,"['페이', '앱', '설치', '이번', '슈퍼']",[]
다음에는 울트라 슈퍼SOL 인가요?,"['다음', '울트라', '슈퍼']",[]
적당히 좀 하세요.,[],[]
한눈에 흩어져있는 정보를 확인할 수 있고 자주 쓰는 기능도 한개의 어플에서 사용할 수 있으니 너무 편합니다.,"['한눈', '정보', '확인', '기능', '어플', '사용']","['있다', '있다', '편하다']"
슈퍼쏠~~ 화이팅,['슈퍼'],[]
신분증인식이 않된다 하네요.,"['신분증', '인식']",[]
사진은 잘 찍혔고 자동인식된 번호도 맞는데요.,"['사진', '자동', '인식', '번호']",[]
결국다음날 하라 나옵니다.,"['다음', '날']",[]
인증다하고 가입완료했는데 같은 핸드폰으로 로그인하려니 새로 시작하라네요;;다른기기로 인식해버립니다 ....,"['인증', '가입', '완료', '핸드폰', '로그인', '시작', '기기', '인식']",['같다']
고객센터에 전화하니 이런일이 종종 있답니다 오류는 고쳐주시길바랍니다,"['고객', '센터', '전화', '일', '오류']",[]
편리하게 설계되어있어요,"['편리', '설계']",[]
우수한 상품입니다 수퍼솔통장 화이팅,"['우수', '상품', '수퍼', '솔', '통장']",[]
오전까지 잘 사용했는데 저녁부터 동작을 안하네요,"['오전', '사용', '저녁', '동작']",[]
한번에 다 볼수 있고 편해요,[],"['있다', '편하다']"
슈퍼SOL 사용하는데 참 유용하네요.,"['슈퍼', '사용', '유용']",[]
기동전문요류가 발생했다는데 뭘까요,"['기동', '전문', '요류', '발생']",[]
신한수퍼쏠 설치후 로그인 인증 죄다 안됍니다.두번세번 시도해도 버그만 납니다.제대로 검증도 안하고 이벤트로 현혹하고 오랜 고객으로써 실망스럽네요.별점이아니라 벌점주고싶네요.,"['수퍼', '설치', '후', '로그인', '인증', '시도', '버그', '검증', '이벤트', '현혹', '고객', '실망', '점', '벌점']",[]
기동전문 오류가 발생했다고 뜨면서 앱이 안켜지는데 재설치해야하나요?,"['기동', '전문', '오류', '발생', '앱', '설치']",[]
+재설치해봤는데 휴대전화 문자인증에서 막히네요...,"['설치', '휴대', '전화', '문자', '인증']",[]
편리힌 기능 강조,"['편리', '기능', '강조']",[]
이벤트도 다양하고 사용하기편리해요!,"['이벤트', '다양', '사용', '편리']",[]
저번업데이트도 불편했는데 이번슈퍼솔업데이트는..,"['저번', '업데이트', '불편', '이번', '슈퍼', '솔', '업데이트']",[]
하아..,[],[]
앱결제부터해서 모든정보를 새로 추가해야되서 너무불편함..그전버전이훨씬나음..그냥신한이제안쓸려구요 주거래도바꿔야겠어요,"['앱', '결제', '정보', '추가', '불편', '버전', '신', '주거래']",[]
신한관련 어플만 4개인데 이거전부 통합할생각없어요???,"['관련', '어플', '통합', '생각']",['없다']
"신한은행, 카드(페이), 슈퍼솔, 증권 저앱중 하나만 들어가도 은행도 보이고 카드도 보이고 다 동일한데 왜 쪼개가지고 나눠쓰는지 완전 이해불가임.","['카드', '페이', '슈퍼', '솔', '증권', '앱', '은행', '카드', '이해', '불가']",[]
회원탈퇴를 하고싶은데 아무리 찾아봐도 없습니다.,"['회원', '탈퇴']",['없다']
왜 선택지가 없는지도 모르겠고 서비스 해지를 눌러도 로그인은 된 상태입니다.,"['선택지', '서비스', '해지', '로그인', '상태']",['없다']
화원탈퇴를 꼭 하고싶은데 왜 없는거고 왜 상담은 전화만 있는건가요????,"['화원', '탈퇴', '상담', '전화']","['없다', '있다']"
별 1개주기도 아깝네요...,['주기'],[]
공인인증서 발급 때문에 모바일otp 인증 자체가 안되서 신한 쏠을 별도로 다운받아서 해야 된다는 게 말이 안되네요...,"['공인', '인증서', '발급', '모바일', '인증', '자체', '별도', '다운', '말']",[]
신한 슈퍼 Sol에서 모바일otp 인증 될 수 있도록 연계조치 부탁드립니다.,"['신', '슈퍼', '모바일', '인증', '연계', '조치', '부탁']",['있다']
별 하나도 아까움...,['별'],[]
쓰레기 어플...,"['쓰레기', '어플']",[]
"종신보험 설계사가 추천해서 설치하려하는데,,, 별도 가입이 안됨...","['종신', '보험', '설계사', '추천', '설치', '별도', '가입']",[]
반드시 신한은행 회원가입해야 가입할수 있음.,"['회원', '가입', '가입']",['있다']
이런 쓰레기 어플은 첨봄...,"['쓰레기', '어플']",[]
바로 삭제함...,['삭제'],[]
도대체 생각을 하고 만드는 건가요?,['생각'],[]
뜬금 신분증인증하래서 들어갔더니 이사를 한 상태고 동사무소에서 신분증 주소를 갱신하는 스티커를 발부해서 주소자체가 뒷면에 있는데 앞면만 찍게하고 인증안된다하면.,"['금', '신분증', '인증', '이사', '상태', '동사무소', '신분증', '주소', '갱신', '스티커', '발부', '주소', '자체', '뒷면', '앞', '면', '인증']",[]
이것때문에 신분증 다시 바꾸러가야되요?,['신분증'],[]
내 계좌>전체계좌조회>입출금(#개) 화면 영역 우측에 계좌 내 합산액 숫자를 표시해주시면 좋겠습니다.,"['계좌', '전체', '계좌', '조회', '입출금', '개', '화면', '영역', '우측', '계좌', '합산', '액', '숫자', '표시']",['좋다']
신한은행 앱은 그 정보가 나와있어서 자산 총액 확인이 수월했는데 슈퍼SOL은 없어서 다소 불편하게 느껴집니다.,"['앱', '정보', '자산', '총액', '확인', '슈퍼', '은', '불편']",['없다']
직관적인 UI 로 돌아왔네요.,['직관'],[]
포인트로 재테크도 가능한지 오늘 알았어요!,"['포인트', '재테크', '가능']",[]
저는 오늘 이벤트혜택으로 3천 포인트 받고 현금으로 전환하기를 했답니다❤ 앞으로도 애용하겠습니다.,"['이벤트', '혜택', '포인트', '현금', '전환', '앞', '애용']",[]
파이팅!,[],[]
설치하고 인증 받고 정보이용 동의하고 패턴 등록하고 다 했는데 다시 들어가면 또 시작하기 메뉴가 나와요.,"['설치', '인증', '정보', '이용', '동의', '패턴', '등록', '시작', '메뉴']",[]
어제 세 번째 설치했는데 또 그러네요.,['설치'],[]
뭐가 문제일까요?,['문제'],[]
신한인증서 설치하기전 로딩이 너무 기네요 당췌 되지가 않아요.,"['신', '인증서', '설치', '전', '당췌']",['길다']
그 포인트 좀 받을라고 몇시간째 이러고 있는지 신한쏠에 이벤트 있어서 앱부터 깔고 했더니 인증서 설치해야 로그인 되는거고 근데 인증서 설치가 당췌 안되니 ..,"['포인트', '시간', '이벤트', '앱', '인증서', '설치', '로그인', '인증서', '설치', '당', '췌']",['있다']
포기합니다,['포기'],[]
아니 앱을 왜 이렇게 주렁주렁 만드는건지..,['앱'],[]
기능 하나 쓰기 위해서 새로 설치해야하는 앱만 두세개인데 이게 맞나요.,"['기능', '설치', '앱']",[]
오랜만에 예전 액티브x 쓰는 느낌이었습니다.,"['오랜만', '예전', '액티브', '느낌']",[]
한눈에 더 안들어오고 복잡한어플이네요 엄마가 기존에 쓰시던거 다시 깔아달라고 하실 정도로 복잡 산만하고 간단히 기존에 조회 입출금 보이던게 너무 힘들다고 합십니다!,"['한눈', '어플', '엄마', '기존', '시', '정도', '기존', '조회', '입출금', '합']","['산만하다', '힘들다']"
지우고 다른 앱 찾아보고 설치 해야겠어요,"['앱', '설치']",[]
설치하라고 광고해서 설치했는데 신한거 다 되는거 같고 은행 이체할 때마다 알람 2개씩 울리길래 은행앱 지웠는데 안되는게 너무 많네요.,"['설치', '광고', '설치', '은행', '이체', '때', '알람', '은행', '앱']","['같다', '많다']"
그냥 개별앱이 낫습니다.,"['개별', '앱']",[]
이번 업데이트후 삼성 디바이케어 에서 계속 오류 발생 뜹니다.,"['이번', '업데이트', '후', '케어', '오류', '발생']",[]
배터리 과다사용으로 초절전 상태 앱 목록에 추가 하라고 뜨서 초절전 상태 앱에 추가 했습니다.,"['배터리', '과다', '사용', '절전', '상태', '앱', '목록', '추가', '절전', '상태', '앱', '추가']",[]
"신한 계열사 통합 앱이라면서 온라인 결제할때 카드 앱이 또다시 필요하고, 카드명세서 확인도 또 카드앱으로 하라고 설치안내 뜸.....","['계열사', '통합', '앱', '온라인', '결제', '때', '카드', '앱', '필요', '카드', '명세서', '확인', '카드', '앱', '설치', '안내', '뜸']",[]
은행 카드 어플 다 지우고 쏠만 깔았는데 이거 뭐 다시 2개 깔아야할판이에요 ㅋㅋㅋㅋㅋㅋ,"['은행', '카드', '어플']",[]
"기존에 쏠 쓰다가 슈퍼쏠로 옮기라 알림 뜨길래 옮겼더니, 뭐만 하면 기존 쏠에서 해야해서, 왜 앱 여러개를 유지하며 사용해야 하게 만들었는지 이해가 안가는 앱","['기존', '쓰다', '슈퍼쏠', '알림', '기존', '앱', '유지', '사용', '이해', '앱']",[]
오늘업글했는데 기존버전이더좋아요 6자리비번 로그인이좋은데 남들다보이게 패턴로그인이뭡니까 설정에서 로그인방법이 바꾸는 기능도없고 앱에서 기존버전으로 입출금확인하는 기능만쓰려면 잔액이안보이고 이게 업글인가요 개선해주세요,"['업', '글', '기존', '버전', '자리', '비번', '로그인', '남', '패턴', '로그인', '설정', '로그인', '방법', '기능', '앱', '기존', '버전', '입출금', '확인', '기능', '잔액', '업', '글', '개선']","['좋다', '좋다', '없다']"
포인트적립시 좋은점.불편한점이 있어요.한곳에서 적립받기 편하게 바뀌면 사용하기 편한듯해요,"['포인트', '적립', '점', '불편', '점', '곳', '적립', '사용']","['좋다', '있다', '편하다', '편하다']"
실행시 광고 노출,"['실행', '광고', '노출']",[]
eSim사용자 등 듀얼유심 사용자를 고려하지 않은 것 같습니다.,"['사용자', '듀얼', '유심', '사용자', '고려']",['같다']
기존 신한금융그룹 사용자의 경우 금융사에 등록된 전화번호가 있을텐데 설치과정 중 강제로 특정전화번호를 가져오고 변경도 안되네요.,"['기존', '사용자', '경우', '금융사', '등록', '전화번호', '설치', '과정', '강제', '특정', '전화번호', '변경']",[]
개선해 주시면 편리하게 설치하고 이용할 수 있을 것 같습니다.,"['개선', '편리', '설치', '이용']","['있다', '같다']"
앱자체가 너무 어수선하고 불편함,"['앱', '자체', '불편']",[]
가입하면 커피깊콘 100프로 준다더니 해도 안주고 먹튀당함.,"['가입', '커피깊콘', '프로', '먹튀']",[]
다른 은행앱보다는 조금 느린게 단점.,"['은행', '앱', '단점']",['느리다']
편해요 한번에 한어플로 모든 업무끝,"['어플', '업무', '끝']",[]
어플 깔았는데 안열려요.,['어플'],[]
짜증이 나네요.,['짜증'],[]
그래서 지움니다.,[],[]
일반 쏠은 본인명의 휴대폰이 없어도 가입이돼서 잘 쓰고있는데..,"['일반', '본인', '명의', '휴대폰', '가입']",['없다']
슈퍼쏠은 그게 안돼서 아예 가입을 못하고 있네요..,"['슈퍼', '가입']",[]
아이핀 인증이나 본인 카드 확인 등 다른 대체방법은 없나여??,"['인증', '본인', '카드', '확인', '대체', '방법']",['없다']
다른 데보다 좀 복잡한듯해요,[],[]
신한 고객이 유지되지 않는건 앱이 최악이기때문,"['신', '고객', '유지', '앱', '최악']",[]
네 슈퍼쏠 감사하게 잘쓰겠읍니다,"['슈퍼쏠', '감사']",[]
사용이 편리해서 너무 좋아요,"['사용', '편리']",['좋다']
이거 설치하면 기존 신한은행앱과 신한카드앱은 지워도 되나요?,"['설치', '기존', '앱', '앱']",[]
앱에서 뭘 검색하면 맨날 자료없다고 나옵니다.,"['앱', '검색', '자료']",['없다']
결국 예전 쏠 가서 다시 검색해야하네요..예전 쏠 안지워서 다행인데..,"['예전', '검색', '예전', '다행']",[]
슈퍼쏠을 쓸 필요가 있는지 모르겠어요...ㅠ,"['슈퍼', '필요']",[]
이거 사용량은 1분 미만인데도 배터리 사용량은 엄청쓰네요 만보기때문인가싶어서 만보기 꺼놔도 마찬가지임 삭제함,"['사용', '량', '미만', '배터리', '사용량', '보기', '마찬가지', '삭제']",['쓰다']
그냥 옛날 알리미가 좋았음 구지 연동 오쩌구 보단 단순하게 보는게 낮지 않나 싶음 왜냐면 이미 쏠 깔고 다 하는데 여기도 거의 똑같은 느낌이라 걍 최소한만 설정 사용 중,"['옛날', '알리미', '연동', '오쩌구', '단순', '느낌', '최소한', '설정', '사용']","['좋다', '낮다', '똑같다']"
SOL알리미 시절에는 알림으로 계좌 잔액이 표시되었는데 업데이트 되고 나서 사라져서 불편합니다.,"['알리미', '시절', '알림', '계좌', '잔액', '표시', '업데이트', '불편']",[]
다시 잔액 표시를 하거나 할수 있는 기능을 추가해주시기 바랍니다.,"['잔액', '표시', '기능', '추가']",['있다']
하...,[],[]
통합은커녕 각어플에서 유용한기능 자주쓰는 기능들 못담아서 그냥 어플하나 추가다운하는거네요 뭐좀 새로할려고하지좀말고 있는것들 안정화좀 시켜주세요 누구 실적때문에 고객들 불편하게하는건지...,"['통합', '어플', '유용', '기능', '기능', '어플', '추가', '다운', '정화', '실적', '고객', '불편']",[]
신한은행 그만써야되겠어요,[],[]
기존앱을 없애는것도 아니면서 이건 대체 왜 만든겁니까 로긴이라도 편하게 해주던지...쏠에서 인증서 가져와지지도 않고 새로 발급받으려면 신분증에 인증번호에..진짜 번거로움에 인내심 개폭발,"['기존', '앱', '로긴', '인증서', '발급', '신분증', '인증', '번호', '번거로움', '인내심', '개', '폭발']",['편하다']
진짜 최악이다 기능들 다짬뽕으로 섞어버리도 기존에 알림앱 강제로 덮어쓰이버리더니 계산기 메뉴도 사라지고 먼생각으로 만든건지,"['최악', '기능', '짬뽕', '기존', '앱', '강제', '계산기', '메뉴', '생각']",['멀다']
새앱으로 가입했는데 좀이따 다시들어가니 다시 처음 가입창이 뜹니다; 다시 가입했다 로그아웃 해본 결과 로그인 시 솔알리미 미등록 기기라면서 가입후 사용하랍니다.,"['앱', '가입', '처음', '가입', '창', '가입', '아웃', '결과', '로그인', '솔', '알리미', '등록', '기기', '가입', '후', '사용']",[]
<-이걸 일반사용자가 뭔줄 알고 메시지 한줄로 가입을 계속하게 만드는 건가요?,"['일반', '사용자', '메시지', '줄', '가입', '계속']",[]
은행업무를 mz나 it좀아는 사람만 보나요?,"['은행', '업무', '사람']",[]
슈퍼쏠 깔고나서부터 입출금 알림설정이 제대로 되었는데도 한번도 알림이 안옵니다 해결책이 무엇입니까 쏠에서는 이상없었습니다,"['슈퍼쏠', '입출금', '알림', '설정', '알림', '해결책', '이상']",['없다']
완전한 통합도 아닌데 개별앱과 이걸 같이 깔아야 하는 이유를 모르겠다.,"['완전', '통합', '개별', '앱', '이유']",[]
이 앱 하나만으로 될 것 같으면 쓰겠는데 시도때도없이 개별 앱을 또 찾는다.,"['앱', '시', '때', '개별', '앱']",['같다']
정말 이런 앱 처음...,"['앱', '처음']",[]
무슨 설치 후 시작하면 디바이스에 바이러스 있다고 앱 종료 되네요 바이러스 검사 후 새로 설치 해도 똑 같음...,"['설치', '후', '시작', '디바이스', '바이러스', '앱', '종료', '바이러스', '검사', '후', '설치']",['같다']
이 앱 자체가 바이러스네...,"['앱', '자체', '바이러스']",[]
지가 지 스스로 바이러스라 생각 하는가보네요 화나서 그냥 신한솔도 삭제 함...,"['바이러스', '생각', '화', '삭제']",[]
은행에서 하는게 이런지...,['은행'],[]
인증을 하려고 해도 사용자 많다고 하루종일 인증이 안되는데 어떻게 사용하라는건지 모르겠음.,"['인증', '사용자', '하루', '종일', '인증', '사용']",['많다']
앱도 순차적으로 바꾼것도 아니고 한번에 기존앱 강제로 바꾸니까 사용자들 많아서 인증도 안되는데 그렇다고 기존 앱의 인증을 연동도 안되게 해놓음.,"['앱', '순차', '한번', '기존', '앱', '강제', '사용자', '인증', '기존', '앱', '인증', '연동']",['많다']
아무 생각없이 만든 앱같음.,"['생각', '앱']",['같다']
지금까지 앱점수 1점 준적이 한번도 없는데 왜 만들었는지 전혀 이해안되는 최악의 앱,"['지금', '앱', '점수', '이해', '최악', '앱']",['없다']
아니 이거 왜 알림음 설정이 안되요 불명히 소리 알림1로 했는데 왜 자꾸 알림2로 나오나요,"['설정', '불명', '소리', '알림', '알림']",[]
업데이트 할수록 사용하기 불편해지냐..,"['업데이트', '사용', '불편']",[]
당신들 편할려고 업데이트하는거같네..,['업데이트'],"['편하다', '같다']"
고객 좀 생각합니다.,"['고객', '생각']",[]
처음에는 사용하기 좋았는데 업데이트할수록불편하네.,"['처음', '사용', '업데이트', '불편']",['좋다']
해외 ip라서 어플 이용 자체를 차단 당했습니다.,"['해외', '어플', '이용', '자체', '차단']",[]
신한카드도 쓰고 은행계좌도 가진 해외거주자인데 해외 ip면 무조건 차단이라니..,"['은행', '계좌', '해외', '거주자', '해외', '차단']",[]
이 방법밖에 없었나 싶습니다,['방법'],['없다']
신한지주의 그룹사를 총 망라해서 편하지만 앱이 너무 무거워져 느려요.,"['그룹사', '망라', '앱']",['느리다']
눈에 잘 보이고 필요한 정보와 기능이 훌륭합니다.,"['눈', '필요', '정보', '기능']",['훌륭하다']
이번 업에이트 후 앱이 계속 멈추고 정상 동작을 안 함,"['이번', '업에이트', '후', '앱', '정상', '동작']",[]
통합 어플이라면서 카드 결제가 안 됨 카드 결제를 위해 카드 어플 다시 깔아야 함,"['통합', '어플', '카드', '결제', '카드', '결제', '카드', '어플']",[]
슈퍼솔 하나면 된다고 해서 솔뱅크 지웠더니 대출연장하려니깐 다시 솔뱅크 깔라고 하네 ㅡㅡ 이럴거면 왜만든거죠?,"['슈퍼', '솔', '솔', '뱅크', '대출', '연장', '솔', '뱅크']",[]
이딴 쓰레기를 어플이라고 쳐 만들어 놨냐?,"['쓰레기', '어플']",[]
신분증 촬영도 인식 드럽게 못하면서 또 촬영은 하루 열번으로 제한을 걸어뒀네?,"['신분증', '촬영', '인식', '촬영', '하루', '제한']",[]
"계좌 개설하는데 인증 겨우 다 하고 들어갔더니 마지막에 갑자기 옛날에 있던 휴면계좌 살려야한다고 나가지더니 휴면계좌 뚫는데에 또 신분증 촬영 횟수 너댓번 낭비하고, 휴면계좌를 뚫고나니 처음에 개설하려던 계좌에서 또 신분증 촬영을 하라고 하더니 오늘 횟수 다 썼으니 내일 다시 하라고?","['계좌', '개설', '인증', '마지막', '옛날', '휴면', '계좌', '휴면', '계좌', '신분증', '촬영', '횟수', '낭비', '휴면', '계좌', '처음', '개설', '계좌', '신분증', '촬영', '오늘', '횟수', '내일']",[]
"폰으로 인증번호만 열댓번을 받고, 신분증만 열댓번을 찍고, 계좌인증만 너댓번을 하고, 삼성월렛 운전면허증 분명히 있는데 그것도 없다고 새로 만들라고 하고, 새로 만들려고 했더니 갑자기 만들 수 없습니다 하고 끝나고ㅋㅋ 심지어 집주소도 멀쩡히 도로명주소 있는거 주소검색결과 주소가 없다는 개소리를 하고ㅋㅋㅋ 도대체 뭐하는 놈들이냐?","['폰', '인증', '번호', '번', '신분증', '번', '계좌', '인증', '월', '렛', '운전', '면허증', '집', '주소', '도로명', '주소', '주소', '검색', '결과', '주소', '개소리']","['없다', '없다', '있다', '없다']"
내가 진짜 몇년만에 육성으로 육두문자 샤우팅했다.,"['육성', '문자', '샤우팅']",[]
과거에 내 계좌 해킹당해서 오십만원 털렸던 안좋은 기억도 있는데 또 날 엿멕이네.,"['과거', '계좌', '해킹', '기억', '날', '엿']",['좋다']
저주한다 신한은행,['저주'],[]
카드 은행 증권 따로 있는데 얘는 왜 존재하는거임?,"['카드', '은행', '증권', '존재']",[]
서비스를 직접하는 것도 아니고 다른 어플 불러다하는 어플의 어플의 중계서비스?,"['서비스', '어플', '어플', '어플', '중계', '서비스']",[]
무슨 어플계의 지주회사인가.,"['어플', '지주', '회사']",[]
신한카드에 등록한 카드를 슈퍼쏠에 또 등록하는거 보고 기가참.,"['등록', '카드', '슈퍼쏠', '등록', '기']",[]
진짜 너무했다 ㅎㅎ pc로그인 기능 사용하려고 설정 메뉴 들어갔다 뒤로 가기하면 앱 종료하라고 떠서 결국 삭제하려고 마음 먹음.,"['로그인', '기능', '사용', '설정', '메뉴', '뒤', '앱', '종료', '삭제', '마음']",[]
4대 은행앱 맞나...?,"['대', '은행', '앱']",[]
황당하다,[],['황당하다']
이 앱은 존재 의의가 뭐임?,"['앱', '존재', '의의']",[]
하나로 합치려고 있는 거 아님?,[],[]
이 앱에서는 솔페이 못써서 따로 신한카드 앱 또 깔아야하고 땡겨요 쿠폰도 못받아서 따로 신한은행 앱 또 깔아야하고 이럴거면 그냥 앱만 하나 더 늘어난거잖아?,"['앱', '솔', '페이', '앱', '쿠폰', '앱', '앱']",[]
"합칠 거면 똑바로 합치든지, 똑바로 안 할거면 처음부터 새로 내지를 말든지.",['처음'],[]
은행들은 주기적으로 새 앱 출시안하면 죽는 병있음?,"['은행', '주기', '앱', '출시', '병']",['있다']
예약이체및 예약이체관리 없어서 불편합니다.,"['예약', '이체', '예약', '이체', '관리', '불편']",['없다']
청년수당 카드 등록하는데 ARS 인증을 몇 번이나 진행했는데 왜 ARS연결이 안됐다고 다시 처음으로 돌아가나요,"['청년', '수당', '카드', '등록', '인증', '진행', '연결', '처음']",[]
정말 간단하고 편리한 어플입니다,"['편리', '어플']",[]
너무 불편해요ㆍ신한슈퍼앱깔고나서 기존신한뱅크 삭제했는데 ㅠ 인증센터에서 pc-스마트폰 내보내기도 스마트폰-pc로 내보내기도 아무리찾아도 없고 뭐가 좋아진건지 모르겠어요ㅠㅠ,"['불편', '신', '슈퍼', '앱', '기존', '뱅크', '삭제', '인증', '센터', '스마트폰', '스마트폰']","['없다', '좋다']"
나에게 맞춤 금융정보가 제공되며 새로운 금융상품이 꾸준히 개발되고있어 만족도가 상당히 높음!,"['맞춤', '금융', '정보', '제공', '금융', '상품', '개발', '만족도']",['높다']
앱을 까는데 거짓말아니고 10분걸리고 내 정보가맞는데 통신사고객불일치로 가입이 안됩니다,"['앱', '거짓말', '정보', '통신사', '고객', '일치', '가입']",[]
쓰레기 중의 쓰레기 왜 만들었는지 이해가 안간다 은행 앱하고 카드 앱하고 합쳐서 편리하겠지 라는 생각으로 내놓았겠지만 실상은 어느 한쪽도 제대로 기능도 못하는 쓰레기 결제 계좌 조회조차 할 수 없는 폐기물,"['쓰레기', '쓰레기', '이해', '은행', '앱', '카드', '앱', '편리', '생각', '실상', '한쪽', '기능', '쓰레기', '결제', '계좌', '조회', '폐기물']",['없다']
신한sol에서 바꾸라고해서 바꿨는데 되는것이 없네 QR찍으면 sol페이만 된다하고 슈퍼솔은 안된다하고,"['페이', '슈퍼', '솔']",['없다']
정신 없는 앱.,"['정신', '앱']",['없다']
이것 저것 다 모아 정체성 없는 앱.,"['정체', '앱']",['없다']
트래픽 모으려고 다른앱에 있는 혜택 다 끌어모아 모아...참...,"['트래픽', '앱', '혜택']",[]
너무많은비밀번호를 눌러야하는번거로움이 아쉬움 있어욤,"['비밀', '번호']","['많다', '있다']"
어플키면 주식창뜨면서 화면안나오는거 언제 고쳐요???,"['어플', '주식', '창', '화면']",[]
타행에 비해 속도가 느린 편임,"['타행', '비', '속도']",['느리다']
운동도 되고 포인트 도 받고 아주 좋아,"['운동', '포인트']",['좋다']
왤케 쓰레기 같냐....!!!!!,"['왤케', '쓰레기']",['같다']
"아오, 은행 인증관련 한두번 해보는 것도 아닌데 여전히 짜증나네.","['은행', '인증', '관련', '짜증']",[]
아진짜 더러워서 기필코 토스쓰고 만다.,['토스'],[]
특히 신한 슈퍼SOL은 왜 인증을 뭐 단계하나 할때마다 전화+계좌+실물신분증 인증을 반복하냐!!,"['신', '슈퍼', '은', '인증', '단계', '때', '전화', '계좌', '실물', '신분증', '인증', '반복']",[]
청년문화패스 하는데 이 절차 때문에 3분에 한번꼴로 5번 정도 인증하니깐 오늘 인증횟수 초과랜다.,"['청년', '문화', '패스', '절차', '꼴', '정도', '인증', '인증', '횟수', '초과']",[]
아예 쓰지 말라는 거지 이거?,[],[]
